pool_id,chain,symbol,earned_fees
0x10f9e54aeea2fefa124238087dcfd919ba32f14d,arbitrum,Surge eBTC-Aave WBTC,122.3810
0x19b001e6bc2d89154c18e2216eec5c8c6047b6d8,arbitrum,Aave GHO/USDT/USDC,664.7311
0x1a36195044abbad8807ceea78ec645c0c5d09593,arbitrum,osETH-WETH,58.0562
0x2ece6781bace5e37386adef7a3d45d0bb05f8fce,arbitrum,Surge orbETH-Aave wETH,2.7477
0x5418a64e0cdb20548acb394f5d00a089baf02161,arbitrum,Balancer rETH-Aave wETH,53.4947
0x9c5f17d96ca66748b459788148b7357220f2d100,arbitrum,Aave wstETH/ezETH,60.9140
0xc072880e1bc0bcddc99db882c7f3e7a839281cf4,arbitrum,Aave wstETH-wETH,82.3157
0xc2b0d1a1b4cdda10185859b5a5c543024c2df869,arbitrum,Surge sUSDX USDX aUSDT,666.7225
0x1c39ebe0ee53b52ab24d3945e9cde9e6c09d0851,avalanche,Aave wAVAX/wETH.e,87.1314
0x22715161201922af61f4ca22e979ef0c6c20be13,avalanche,Surge eK3 savUSD-USDT,607.5574
0x31ae873544658654ce767bde179fd1bbcb84850b,avalanche,Aave USDT/USDC/AUSD,844.3842
0x58374fff35d1f3023bbfc646fb9ecd2b180ca0b0,avalanche,Aave wAVAX/BTC.b,186.7297
0x695a7f28c3628187c8264d2cdf7a617036ba8406,avalanche,upAUSD-savUSD-sdeUSD,186.9629
0x99a9a471dbe0dcc6855b4cd4bbabeccb1280f5e8,avalanche,aWAVAX-aSAVAX-ggAVAX,642.6720
0xa4e1b0ddffc0e3aa63dbca462cf370e4f1dc9b8b,avalanche,Gyro AAVE WAVAX-USDC,779.9679
0xc07f45ee39f3fa2abaeb2b3309543e69129e3c21,avalanche,Euler Re7 savUSD-AUSD-USDC,163.7418
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,1001.2237
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,5302.2476
0x9972c4f21b5ae6062233031314adbbdda7513ed2,base,Surge Aave wstETH-fWETH,29.2765
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,207.1067
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,86.2748
0xb7b8b3afc010169779c5c2385ec0eb0477fe3347,base,Balancer rETH-Aave wETH,283.0066
0x272d6be442e30d7c87390edeb9b96f1e84cecd8d,gnosis,50waWstETH-50waGNO,490.2989
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,545.3418
0xd1d7fa8871d84d0e77020fc28b7cd5718c446522,gnosis,aGNO/sDAI,889.4219
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,442.8387
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,130.2487
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,31.5719
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,260.3068
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,2405.3525
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,332.5660
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,6160.5414
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,113.9177
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,1273.6084
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,343.9511
0xf028ac624074d6793c36dc8a06ecec0f5a39a718,mainnet,Steak USDR-USDQ-USDT,39.2571
